Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
EID2	19q13.2	0.6980203956186593	2.7668896025738865e-76	5.578326127749213e-72
NUMBL	19q13.2	0.6964462575925543	8.277353109440847e-76	8.343985801971846e-72
PLEKHM2	1p36.21	0.6944715045979486	3.2400373885796745e-75	2.1774131263718275e-71
LMO4	1p22.3	0.6801155239805978	4.770953309792116e-71	2.404679741967971e-67
GPI	19q13.11	0.6788972718416694	1.0503756229056604e-70	4.235324586680204e-67
ST3GAL3	1p34.1	0.667837214678371	1.1443670858494171e-67	3.331509042179497e-64
ATP13A2	1p36.13	0.6678198651787233	1.1567165961637062e-67	3.331509042179497e-64
GSK3A	19q13.2	0.6666923374841184	2.320098643184385e-67	5.846938593155049e-64
GNB1	1p36.33	0.6619398782827696	4.218580235387912e-66	9.45008845840619e-63
RTCA	1p21.2	0.6589147867376963	2.600362690657897e-65	5.242591220635386e-62
FKRP	19q13.32	0.6478514454127978	1.687768109695047e-62	3.0933720781419856e-59
PSMD8	19q13.2	0.6290736184240298	5.515562303631749e-58	9.266604300293308e-55
RNF11	1p32.3	0.6287947880375848	6.401668137152796e-58	9.928002408702886e-55
SSX2IP	1p22.3	0.628400610019909	7.900431941589479e-58	1.1377186312456105e-54
AP2A1	19q13.33	0.6279184316641985	1.0214695444268874e-57	1.372923165679365e-54
EXTL2	1p21.2	0.6275228094707558	1.2607373430768635e-57	1.5886078483607902e-54
MBOAT7	19q13.42	0.6246554101533782	5.743092208357346e-57	6.68745403782455e-54
SCMH1	1p34.2	0.6245815347560781	5.970644942256926e-57	6.68745403782455e-54
IRGQ	19q13.31	0.624224763957166	7.202033824271523e-57	7.642115996375692e-54
MECR	1p35.3	0.6237635591399078	9.174241841499336e-57	9.248094488323406e-54
C1ORF52	1p22.3	0.6231922757261411	1.2374565356812148e-56	1.1880172007556653e-53
MYPOP	19q13.32	0.6216404946938842	2.7808986794208606e-56	2.548440830718362e-53
UQCRFS1	19q12	0.6206473605628393	4.658099355858646e-56	4.083127874498529e-53
PHTF1	1p13.2	0.6190514093908406	1.0629956566389723e-55	8.929606430624301e-53
BCAS2	1p13.2	0.6147918074658695	9.394437068333867e-55	7.576049829387164e-52
PLD3	19q13.2	0.6146328781572019	1.0183567678743027e-54	7.896573383505315e-52
WDR47	1p13.3	0.6065381893064616	5.834005107757267e-53	4.356273221388677e-50
CREB3L4	1q21.3	-0.6028700768586913	3.516581637699726e-52	2.5320643713451488e-49
KPNA6	1p35.2	0.6018124171511383	5.877528908779762e-52	4.08609863206582e-49
MEGF8	19q13.2	0.6004907323490833	1.1137475073712914e-51	7.484754498704201e-49
SMIM12	1p34.3	0.5991848786605449	2.0882677575755253e-51	1.3581150406606505e-48
DHDDS	1p36.11	0.599096157489623	2.179157182303864e-51	1.3729371235133813e-48
KIAA0319L	1p34.3	0.5929494901040004	4.038403270289122e-50	2.4672196464333023e-47
C1ORF216	1p34.3	0.5921186569691071	5.963576061057749e-50	3.5362252049113317e-47
PPM1J	1p13.2	0.591201652263911	9.157842523227063e-50	5.27517894602231e-47
OPN3	1q43	0.5906327410105315	1.19417001329467e-49	6.687683788342734e-47
LRP3	19q13.11	0.5853698258944235	1.3573085274347346e-48	7.395864113949104e-46
MEAF6	1p34.3	0.5836068460931595	3.033858840671161e-48	1.6096217917571386e-45
PANK2	20p13	0.5833071470381983	3.476688302088331e-48	1.791631754380228e-45
DNAJC16	1p36.21	0.5832129912537196	3.62862851342496e-48	1.791631754380228e-45
GLMN	1p22.1	0.583203977748307	3.643514802320785e-48	1.791631754380228e-45
PRDM2	1p36.21	0.5824581543592857	5.110362072611236e-48	2.4530954701408364e-45
YARS	1p35.1	0.5797744273066102	1.7140975743667964e-47	8.036725859723019e-45
LDHA	11p15.1	0.5786327608048968	2.8585644527938633e-47	1.3098072257449335e-44
CYB561D1	1p13.3	0.5777519557539401	4.2355807766450262e-47	1.8976343119542306e-44
LOC202181	5q35.3	0.5767657535204705	6.568977126045065e-47	2.879068431265099e-44
AUNIP	1p36.11	0.5757782317079357	1.0178653114063049e-46	4.3662090517579815e-44
ST13	22q13.2	-0.575626359095229	1.0886369170349159e-46	4.572501850904362e-44
LUZP1	1p36.12	0.5755288011542952	1.136651865299708e-46	4.676742501287227e-44
EGLN2	19q13.2	0.574271442522796	1.9799299106209547e-46	7.983473385605813e-44
CCNE1	19q12	0.5736203681186322	2.6366067383172635e-46	1.042286832376752e-43
ATP1A1	1p13.1	0.5733390180276083	2.9834218709110727e-46	1.1567070834507334e-43
ZCCHC17	1p35.2	0.5716737286820377	6.18472783741778e-46	2.327019874310762e-43
UBE2MP1	16p11.2	0.5716559983287908	6.232779783382826e-46	2.327019874310762e-43
CENPBD1P1	19q13.43	0.571338758285357	7.157927689816256e-46	2.62383600280701e-43
SLC9A1	1p36.11	0.5685059107387275	2.446949482421834e-45	8.80945509198332e-43
CASC3	17q21.1	-0.568236875275708	2.74824285653442e-45	9.7205831983492e-43
POP4	19q12	0.5681392415183631	2.8664533377252766e-45	9.963890645151604e-43
EPHA4	2q36.1	0.5680197116526603	3.018061912211758e-45	1.0313075629169705e-42
SIMC1	5q35.2	0.5675865331866679	3.6372150537792966e-45	1.22216487832074e-42
MICOS10	1p36.13	0.5675418633142565	3.7078246496716575e-45	1.2254664387218081e-42
PRKACA	19p13.12	0.5648513444273243	1.1741446189451125e-44	3.818053171379422e-42
PITHD1	1p36.11	0.5632374726413611	2.332412717177465e-44	7.464090919208709e-42
CLSTN1	1p36.22	0.5626753215170418	2.9597242630268243e-44	9.323593885450595e-42
OSCP1	1p34.3	0.5624433121203736	3.2650322367891294e-44	1.0127125373216251e-41
AMPD2	1p13.3	0.5623825593265398	3.3500124223093177e-44	1.0233272794875479e-41
FOXJ3	1p34.2	0.5615126800914442	4.836947595631744e-44	1.455488066798979e-41
FAM102B	1p13.3	0.5608316178217156	6.443781666288728e-44	1.9104865025595152e-41
MFN2	1p36.22	0.5594137138894246	1.168312990817971e-43	3.4136751025914655e-41
ASPHD2	22q12.1	0.5579866197163195	2.1203119774738912e-43	6.106801396835874e-41
TNFAIP8L1	19p13.3	0.5577118845366434	2.3773135689620217e-43	6.750566037161031e-41
ANKRD13C	1p31.1	0.5573450260295905	2.769247975786828e-43	7.754278949977532e-41
HS2ST1	1p22.3	0.5571661256206956	2.982987895187782e-43	8.238358760942584e-41
ERI3	1p34.1	0.5569998617929183	3.196265297772659e-43	8.708095225458728e-41
UBE2M	19q13.43	0.5565498492800514	3.852415880993585e-43	1.0355807543561556e-40
FKBP1B	2p23.3	0.5563105937319748	4.253982450586161e-43	1.1284807919245736e-40
SLC20A1	2q14.1	0.5559624691773475	4.913497943442523e-43	1.2865069095811002e-40
USP33	1p31.1	0.5558452175189772	5.1577084902655235e-43	1.33313539579799e-40
ABCG1	21q22.3	-0.5556747562216768	5.534365045193507e-43	1.4123839705841303e-40
EFNB2	13q33.3	0.5555794393811727	5.7567432509772686e-43	1.450771258536909e-40
SFR1	10q25.1	-0.5553817166521515	6.246688387501277e-43	1.5548084516100398e-40
TAF13	1p13.3	0.5547568244607457	8.083592149277641e-43	1.9874792844095916e-40
CYB561	17q23.3	0.5543671670870627	9.490628761866557e-43	2.3053080297348394e-40
ZYG11B	1p32.3	0.5540324302390037	1.0891550109276407e-42	2.6141016875371627e-40
RHOF	12q24.31	0.5527483150046952	1.8443659255740154e-42	4.374618991235027e-40
RINL	19q13.2	0.5523659921501222	2.156572495025422e-42	5.055657915372969e-40
TTC39A	1p32.3	0.5510674973289764	3.662511666998836e-42	8.487344565329141e-40
ZNF324	19q13.43	0.5504887650739566	4.6341611792605096e-42	1.0616968583530811e-39
ABHD4	14q11.2	-0.5504401506775336	4.726572765238646e-42	1.0707015002244533e-39
DEDD2	19q13.2	0.5503846557618578	4.834299075720411e-42	1.0829367073955468e-39
NRDC	1p32.3	0.5494139807598781	7.165183523005608e-42	1.5874424726078686e-39
ZDHHC18	1p36.11	0.5478802067963342	1.3308259581920781e-41	2.916389363381575e-39
DMAC2	19q13.2	0.5469972125292686	1.897993419612915e-41	4.1145640142812885e-39
RGS14	5q35.3	0.5463883590754343	2.422901288207235e-41	5.196607752292135e-39
CAPNS1	19q13.12	0.545795809462272	3.0713463766561914e-41	6.51804361050163e-39
PECR	2q35	-0.5448087422519214	4.5544847175847627e-41	9.564892332419417e-39
PEX14	1p36.22	0.5443168554742042	5.53984029991722e-41	1.151430106047743e-38
TACR2	10q22.1	0.5432164484823789	8.575776151992096e-41	1.764247173472578e-38
RAB11FIP5	2p13.2	0.5420644391408127	1.352692145075747e-40	2.7547097309971856e-38
LIMK1	7q11.23	0.54201076773705	1.3816611592867548e-40	2.7855670632380263e-38
ODF2L	1p22.3	0.541828155880715	1.4849097052977641e-40	2.964085600842398e-38
PLEKHG5	1p36.31	0.5411859758339091	1.9125526219297065e-40	3.75853088792835e-38
PVR	19q13.31	0.5411758577322449	1.9201859107019497e-40	3.75853088792835e-38
ICMT	1p36.31	0.5397453733267008	3.3676153727065325e-40	6.528316685493884e-38
NAPA	19q13.32-q13.33	0.5395653563975397	3.6136229451050403e-40	6.938500209167878e-38
