Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
PDCD11	10q24.33	0.803231933682517	2.775733287966911e-117	5.596155881870089e-113
PPRC1	10q24.32	0.802450321392214	6.860479283627278e-117	6.915706141860478e-113
SNHG29	17p11.2	0.7565950414807914	1.5990998000017545e-96	1.0746483689278457e-92
MYC	8q24.21	0.7410174069121971	1.3165511399648564e-90	6.635746883207867e-87
IMPDH2	3p21.31	0.7355991856828241	1.1969279805613077e-88	4.826253003219305e-85
RCOR2	11q13.1	0.7304110458918208	8.10478218644243e-87	2.723341894347764e-83
ZNF74	22q11.21	0.7277876579000976	6.58074792498451e-86	1.8953494130801816e-82
RPL4	15q22.31	0.7269737913999623	1.2539650483865205e-85	3.16014866756508e-82
HNRNPA1L2	13q14.3	0.7263495177962492	2.052958207261015e-85	4.598854490732147e-82
TFAP4	16p13.3	0.719904419730307	3.0799370619179165e-83	6.209461110532712e-80
ALDH18A1	10q24.1	0.7195665900202078	3.9895047681682045e-83	7.312036875549016e-80
KLHL26	19p13.11	-0.7168109759043594	3.246462669755741e-82	5.454327823745458e-79
PABPC1	8q22.3	0.7110646895955365	2.3742480164139973e-80	3.6820934045325076e-77
PCGF2	17q12	0.709773284054497	6.140152082115373e-80	8.842257580537717e-77
SHD	19p13.3	0.7080608506155327	2.1472339123996752e-79	2.886025527192657e-76
HDHD3	9q32	-0.7069490524210226	4.8168999880973054e-79	6.069595041251861e-76
EIF3L	22q13.1	0.7055765253330637	1.2991926440272676e-78	1.5407660527196318e-75
H2AFY2	10q22.1	0.7053964761480441	1.4791600247717869e-78	1.656741403301333e-75
EIF3H	8q23.3-q24.11	0.7052676802279643	1.6229016360842763e-78	1.722069467636584e-75
RPL3	22q13.1	0.7047963424962395	2.2777323192897867e-78	2.2960680644600693e-75
EEF2	19p13.3	0.7027129700739034	1.010902358614173e-77	9.705144024771592e-75
PATZ1	22q12.2	0.7024026824192106	1.260718572522946e-77	1.1553339609379596e-74
PRMT5	14q11.2	0.7007940809900575	3.943138602989336e-77	3.456418146733391e-74
FERMT1	20p12.3	0.7004566334527105	5.0038853772634136e-77	4.2034722121253196e-74
FAM110B	8q12.1	0.6950725663386795	2.1412667543660663e-75	1.7268031613909706e-72
RPL7	8q21.11	0.6929568669091227	9.159445554142418e-75	7.102445454502511e-72
SOX8	16p13.3	0.6924852043201463	1.2642700741711975e-74	9.440351468653894e-72
XKR8	1p35.3	-0.6915047205251148	2.4657289735740604e-74	1.7754129227223797e-71
