Correlated Gene	Cytoband	Spearman's Correlation	p-Value	q-Value
DHX40	17q23.1	0.653133374910334	7.932083963444808e-64	1.5991874478701076e-59
NDUFB8	10q24.31	-0.6402045623799714	1.2697112064176699e-60	1.2799323816293322e-56
PRPF40A	2q23.3	0.6319194560225772	1.195128224572907e-58	8.031660045204792e-55
MIER3	5q11.2	0.6280439302328205	9.554420436948876e-58	4.815666760733157e-54
ADAP1	7p22.3	-0.6209046156877839	4.076207639548927e-56	1.6436084444189183e-52
SMAD5	5q31.1	0.6194173400451269	8.801467450149615e-56	2.8816249192721674e-52
SP3	2q31.1	0.6191688973986973	1.0005145793812395e-55	2.8816249192721674e-52
SUZ12	17q11.2	0.6146937941066651	9.873610454888976e-55	2.3311472200275713e-51
ADNP	20q13.13	0.6145902135869292	1.0406391042234086e-54	2.3311472200275713e-51
SPATA5	4q28.1	0.6118186491627936	4.215850164814207e-54	8.499575517281922e-51
ZNF322	6p22.2	0.6077610696556155	3.188699918689192e-53	5.844307187335709e-50
ZNF616	19q13.41	0.6050771351695952	1.1965402690682713e-52	2.0102873637237847e-49
USP28	11q23.2	0.6039291195607919	2.0985416628475675e-52	3.1890611089988092e-49
MED13	17q23.2	0.6038189558830677	2.214515923118066e-52	3.1890611089988092e-49
ZNF207	17q11.2	0.5997192381431755	1.615197917545506e-51	2.1709336810423297e-48
NOL11	17q24.2	0.5995493247492956	1.7527583145773013e-51	2.2085850237620607e-48
NEMP1	12q13.3	0.5990276902385281	2.251972708639719e-51	2.6707071634638452e-48
PALB2	16p12.2	0.5958819459689402	1.0109255386110757e-50	1.1322927657743277e-47
STXBP4	17q22	0.5953044630614065	1.3294092974273605e-50	1.4106432023912112e-47
TBCCD1	3q27.3	0.594596593615226	1.858338546422765e-50	1.8732981717214682e-47
TMEM151A	11q13.2	-0.5944305375782521	2.0100038565084808e-50	1.929699416717499e-47
DHX15	4p15.2	0.591957655967326	6.430678072186836e-50	5.893131846061764e-47
MAPK3	16p11.2	-0.5916130169778442	7.556133090249769e-50	6.623443444892417e-47
SH3GLB2	9q34.11	-0.5900370724577542	1.5758533426793522e-49	1.3237824684066007e-46
ROGDI	16p13.3	-0.5898370963612165	1.7294050909823667e-49	1.3946614415718197e-46
RPRD1B	20q11.23	0.589000519381134	2.5498870150971145e-49	1.9772412350528046e-46
DTNB	2p23.3	-0.5876924123740394	4.668810236150787e-49	3.4862178952235563e-46
NEDD1	12q23.1	0.5875500520154349	4.985652440566613e-49	3.5898478162236956e-46
DESI2	1q44	0.5873715492690774	5.413241555130181e-49	3.763322861826882e-46
MED1	17q12	0.5872465089789305	5.734250690440214e-49	3.8536076056655054e-46
TNPO1	5q13.2	0.5862766110492145	8.957243405706888e-49	5.825386590401825e-46
RPS6KB1	17q23.1	0.5849708640659613	1.6289806878953253e-48	1.0263087390205517e-45
ZNF561	19p13.2	0.5848813605108484	1.6969813859359943e-48	1.0367527794501691e-45
VPS54	2p15-p14	0.5824621622219301	5.1010915096880097e-48	3.024797233141764e-45
CLTB	5q35.2	-0.5818423511869741	6.752780436628006e-48	3.889794468081635e-45
TPR	1q31.1	0.5802589217682997	1.3788334148667258e-47	7.721850132535571e-45
UROS	10q26.2	-0.5800318167890224	1.5270003621048823e-47	8.320501162269333e-45
LARP4	12q13.12	0.5796347807299211	1.8249498018593082e-47	9.682319198759345e-45
ZNF486	19p12	0.5778016940043543	4.142703307701782e-47	2.1415651637583495e-44
THOC2	Xq25	0.5770905863881491	5.685843180528157e-47	2.865807109065704e-44
FBXO2	1p36.22	-0.5753886245590171	1.2093429020700913e-46	5.9467224996671e-44
FKBP8	19p13.11	-0.5748760035532643	1.516672654951065e-46	7.280389856302006e-44
XPO1	2p15	0.5746312377294545	1.6896128962876886e-46	7.921926884199091e-44
ZNF480	19q13.41	0.5739996611098835	2.231571059693014e-46	1.0225160030561559e-43
UBXN4	2q21.3	0.5734943999621077	2.7866407865486153e-46	1.2484769977245919e-43
FKBP14	7p14.3	0.5728992750291944	3.618217781066127e-46	1.585801927914656e-43
GUK1	1q42.13	-0.5726376498080978	4.0576979786619425e-46	1.7405797648468814e-43
ATAD2B	2p24.1-p23.3	0.5714886046541944	6.7050956465747625e-46	2.8162798610540373e-43
SLC30A5	5q13.1-q13.2	0.5713004950712033	7.278340826999135e-46	2.9946659063903997e-43
HDAC11	3p25.1	-0.5701429539717622	1.2043779759119044e-45	4.85629287447198e-43
MYNN	3q26.2	0.5694862810256218	1.6012670459698264e-45	6.330028414470131e-43
APBB1	11p15.4	-0.5686611160411686	2.288289726663408e-45	8.871963303704032e-43
NUP160	11p11.2	0.5685558575521573	2.3947350924160038e-45	9.1094819241885e-43
RAB40B	17q25.3	-0.5680840624220568	2.93547846537562e-45	1.0959663211192198e-42
AMMECR1L	2q14.3	0.5668344548298572	5.025583163170901e-45	1.8421960391397914e-42
ZIK1	19q13.43	0.5663966812628006	6.06394887901194e-45	2.1831298812457096e-42
TUBB4A	19p13.3	-0.564633038781709	1.2886612949640503e-44	4.467643881759195e-42
FAAH	1p33	-0.5646203138334537	1.2956680788134962e-44	4.467643881759195e-42
CDC23	5q31.2	0.5645991055863618	1.3074301325519195e-44	4.467643881759195e-42
ZNF107	7q11.21	0.5644036362423308	1.4209476390269311e-44	4.7746208917369936e-42
ECHS1	10q26.3	-0.5640278084303214	1.6673788300575754e-44	5.510823703736193e-42
MFAP3	5q33.2	0.5634647294700303	2.1180190824900695e-44	6.887319793884241e-42
